w1,w2,w3,a1,a2,a3,p_prom,p_no_prom,size_prom,size_no_prom,best_action,value,q_value_prom,q_value_no_prom,q_value_diff
0,1,0,1,1,1,0.613,0.600,40.515,31.500,0,922.264,899.015,922.264,-23.249
0,1,1,0,0,0,0.213,0.200,34.686,35.493,0,906.598,884.426,906.598,-22.172
0,1,1,0,0,1,0.197,0.175,33.040,31.457,0,908.809,889.521,908.809,-19.289
0,1,1,0,1,0,0.339,0.350,29.832,28.634,0,910.051,890.765,910.051,-19.287
0,1,1,0,1,1,0.278,0.300,26.250,21.062,0,912.380,896.779,912.380,-15.601
0,1,1,1,0,0,0.403,0.400,23.731,18.635,0,907.809,886.620,907.809,-21.189
0,1,1,1,0,1,0.313,0.325,47.022,34.776,0,914.852,897.327,914.852,-17.524
0,1,1,1,1,0,0.499,0.500,24.336,25.032,0,914.556,894.244,914.556,-20.312
0,1,1,1,1,1,0.549,0.550,24.655,18.332,0,916.528,902.533,916.528,-13.995
1,0,0,0,0,0,0.337,0.300,38.305,30.400,0,894.047,869.920,894.047,-24.127
1,0,0,0,0,1,0.255,0.275,35.973,26.365,0,900.856,875.783,900.856,-25.073
1,0,0,0,1,0,0.473,0.450,33.072,23.541,0,901.697,879.237,901.697,-22.460
1,0,0,0,1,1,0.378,0.400,18.447,15.969,0,905.957,880.361,905.957,-25.596
1,0,0,1,0,0,0.479,0.500,15.662,13.542,0,893.254,865.367,893.254,-27.886
1,0,0,1,0,1,0.388,0.425,26.401,29.684,0,907.123,877.624,907.123,-29.499
1,0,0,1,1,0,0.635,0.600,17.901,19.939,0,904.639,876.290,904.639,-28.349
1,0,0,1,1,1,0.674,0.650,18.801,13.239,0,910.080,888.277,910.080,-21.804
1,0,1,0,0,0,0.244,0.225,40.122,31.442,0,907.056,869.412,907.056,-37.643
1,0,1,0,0,1,0.194,0.200,28.765,27.406,0,912.544,868.536,912.544,-44.008
1,0,1,0,1,0,0.440,0.375,23.590,24.583,0,915.285,873.719,915.285,-41.566
1,0,1,0,1,1,0.345,0.325,20.101,17.011,0,919.906,874.586,919.906,-45.320
1,0,1,1,0,0,0.430,0.425,16.415,14.584,0,907.124,867.061,907.124,-40.064
1,0,1,1,0,1,0.397,0.350,38.761,30.725,0,918.259,878.791,918.259,-39.467
1,0,1,1,1,0,0.548,0.525,21.708,20.981,0,918.547,876.002,918.547,-42.545
1,0,1,1,1,1,0.581,0.575,17.260,14.281,0,923.802,878.156,923.802,-45.646
1,1,0,0,0,0,0.437,0.400,29.314,27.183,0,903.160,874.722,903.160,-28.438
1,1,0,0,0,1,0.385,0.375,24.974,23.148,0,907.458,879.098,907.458,-28.360
1,1,0,0,1,0,0.529,0.550,22.543,20.324,0,907.556,877.383,907.556,-30.172
1,1,0,0,1,1,0.502,0.500,18.708,12.752,0,909.199,882.961,909.199,-26.238
1,1,0,1,0,0,0.648,0.600,15.923,10.325,0,899.837,873.372,899.837,-26.465
1,1,0,1,0,1,0.618,0.525,23.831,26.466,0,913.309,885.269,913.309,-28.039
1,1,0,1,1,0,0.793,0.700,24.156,16.722,0,910.153,887.513,910.153,-22.640
1,1,0,1,1,1,0.753,0.750,13.298,10.022,0,911.693,884.896,911.693,-26.797
1,1,1,0,0,0,0.525,0.450,49.029,53.477,0,924.634,902.807,924.634,-21.827
1,1,1,0,0,1,0.502,0.425,62.495,49.442,0,924.726,913.354,924.726,-11.372
1,1,1,0,1,0,0.710,0.600,49.151,46.619,0,931.352,918.880,931.352,-12.472
1,1,1,0,1,1,0.550,0.550,36.767,39.047,0,927.921,909.217,927.921,-18.704
1,1,1,1,0,0,0.756,0.650,47.477,36.620,0,925.227,912.975,925.227,-12.252
1,1,1,1,0,1,0.541,0.575,48.539,52.761,0,934.296,908.086,934.296,-26.210
1,1,1,1,1,0,0.892,0.750,53.265,43.017,0,937.654,933.175,937.654,-4.479
1,1,1,1,1,1,0.814,0.800,32.577,36.317,0,935.882,915.038,935.882,-20.844
